Artist,Track,Loudness,Acousticness,Tempo,Url_youtube
Lamb of God,Hourglass,-3.399,0.00235,115.64,https://www.youtube.com/watch?v=jIv2rbi2GBs
Lamb of God,Descending,-3.5,7.94e-05,93.185,https://www.youtube.com/watch?v=tiXVOengtsk
Lamb of God,Ruin,-4.391,5.19e-05,198.151,https://www.youtube.com/watch?v=iFm9v0wvEnw
Lamb of God,Now You've Got Something to Die For,-2.486,0.00272,92.334,https://www.youtube.com/watch?v=hx4upYj3xHk
Lamb of God,COLD BLOOD,-6.468,0.00283,105.012,https://www.youtube.com/watch?v=qxSsenAmP34
Death Cab for Cutie,I Will Follow You into the Dark,-12.233,0.924,80.401,https://www.youtube.com/watch?v=3iV_1ESMHaI
Death Cab for Cutie,Soul Meets Body,-5.735,0.0767,128.142,https://www.youtube.com/watch?v=uizQVriWp8M
Death Cab for Cutie,Here to Forever,-8.324,0.0741,157.991,https://www.youtube.com/watch?v=R7jZorZeWro
Death Cab for Cutie,The Sound of Settling,-6.593,0.00559,175.349,https://www.youtube.com/watch?v=Pphrk6wE5aw
Death Cab for Cutie,Title and Registration,-10.373,0.343,115.803,https://www.youtube.com/watch?v=1XmbvfxMiUE
Death Cab for Cutie,A Lack of Color,-12.581,0.809,135.799,https://www.youtube.com/watch?v=jduFDgIr598
Death Cab for Cutie,Transatlanticism,-9.928,0.39,127.372,https://www.youtube.com/watch?v=-3b6hDCIeDk
Death Cab for Cutie,Crooked Teeth,-6.885,0.000625,102.951,https://www.youtube.com/watch?v=ar1_tEg4Nxs
Death Cab for Cutie,Waterfalls,-8.734,0.663,171.842,https://www.youtube.com/watch?v=nWpBPaSkaBA
Death Cab for Cutie,I Will Possess Your Heart,-8.971,0.423,133.074,https://www.youtube.com/watch?v=h6v6MyVh6Aw
Billy Ray Cyrus,Old Town Road - Remix,-5.56,0.0533,136.041,https://www.youtube.com/watch?v=w2Ov5jzm3j8
Billy Ray Cyrus,Achy Breaky Heart,-10.209,0.051,121.808,https://www.youtube.com/watch?v=byQIPdHMpjc
Billy Ray Cyrus,Butterfly Fly Away,-12.632,0.733,134.977,https://www.youtube.com/watch?v=gZGVLz-k1qM
Billy Ray Cyrus,Old Town Road - Diplo Remix,-9.108,0.00407,140.036,https://www.youtube.com/watch?v=PyAUbttMK4Y
Billy Ray Cyrus,Time,-6.328,0.673,87.998,https://www.youtube.com/watch?v=9pGFRMLTKlQ
Billy Ray Cyrus,Old Town Road - Remix,-5.777,0.0576,136.009,https://www.youtube.com/watch?v=w2Ov5jzm3j8
Billy Ray Cyrus,"Ready, Set, Don't Go",-5.45,0.285,76.988,https://www.youtube.com/watch?v=1eqpHvzkc_0
Billy Ray Cyrus,Love That Lets Go,-3.419,0.271,135.983,https://www.youtube.com/watch?v=8GrTQfNpl1c
Billy Ray Cyrus,Noah (Stand Still),-8.784,0.219,156.133,https://www.youtube.com/watch?v=y5opcyu0B8s
Billy Ray Cyrus,I Want My Mullet Back,-4.884,0.000484,111.954,https://www.youtube.com/watch?v=RnMj1FI9Jpo
Los Panchos,Sabor a Mí,-11.32,0.809,97.011,https://www.youtube.com/watch?v=Qg_L54DW69U
Los Panchos,Piel Canela,-11.033,0.838,118.588,https://www.youtube.com/watch?v=Hdx5js_24Qc
Los Panchos,Historia de un Amor,-11.797,0.843,100.735,https://www.youtube.com/watch?v=wpw-Dn8wnUQ
Los Panchos,Bésame Mucho,-7.677,0.825,121.755,https://www.youtube.com/watch?v=e-a2iqX-ZfY
Los Panchos,Sin Ti,-5.74,0.827,111.072,https://www.youtube.com/watch?v=a5tcLf8PXTY
Los Panchos,Cuando Vuelva a Tu Lado,-11.635,0.743,100.382,https://www.youtube.com/watch?v=0cfveJ9g0BI
Los Panchos,Nosotros,-12.101,0.943,95.249,https://www.youtube.com/watch?v=EZdNYo7NZos
Los Panchos,"Quizás, Quizás, Quizás",-12.803,0.526,118.795,https://www.youtube.com/watch?v=zdJ0KLJ3PmQ
Los Panchos,En Mi Viejo San Juan (with Javier Solís),-12.123,0.953,102.69,https://www.youtube.com/watch?v=0neAKfehNuM
Los Panchos,Toda Una Vida,-17.65,0.874,101.615,https://www.youtube.com/watch?v=PwVZCXvAPj8
CeeLo Green,Fuck You,-5.79,0.129,127.43,https://www.youtube.com/watch?v=YNDVipmJfz8
CeeLo Green,Forget You,-3.682,0.134,127.39,https://www.youtube.com/watch?v=bKxodgpyGec
CeeLo Green,The King and I (feat. CeeLo Green) - From the Original Motion Picture Soundtrack ELVIS,-10.663,0.0355,93.042,https://www.youtube.com/watch?v=EksSDDte7EM
CeeLo Green,Kung Fu Fighting,-10.905,0.015,110.016,https://www.youtube.com/watch?v=JAU8JdLKk9g
CeeLo Green,What Christmas Means to Me,-3.743,0.0243,80.676,https://www.youtube.com/watch?v=2_DP-qvNAO8
CeeLo Green,Bright Lights Bigger City,-5.125,0.000282,108.994,https://www.youtube.com/watch?v=UBhdIcb84Hw
CeeLo Green,Loaded Bases (feat. CeeLo Green),-3.446,0.132,168.174,https://www.youtube.com/watch?v=CTyRUel1xFY
CeeLo Green,Fool for You (feat. Philip Bailey),-4.842,0.00712,141.969,https://www.youtube.com/watch?v=6BJ224eWgys
CeeLo Green,The Night Begins To Shine,-5.34,0.00204,129.958,https://www.youtube.com/watch?v=nA7WtdlxGLM
CeeLo Green,"Mary, Did You Know?",-11.458,0.85,76.37,https://www.youtube.com/watch?v=1Z-ZfAlrgJs
Dusty Springfield,Son of a Preacher Man,-10.682,0.394,181.701,https://www.youtube.com/watch?v=oAZLgsDRUv4
Dusty Springfield,Spooky (Single Version),-10.308,0.419,106.329,https://www.youtube.com/watch?v=h8bAbvk5Hs4
Dusty Springfield,I Only Want To Be With You,-8.021,0.103,133.0,https://www.youtube.com/watch?v=CL7t22rypew
Dusty Springfield,Take Another Little Piece of My Heart,-9.421,0.00437,79.16,https://www.youtube.com/watch?v=CIaPiw4p234
Dusty Springfield,Spooky - Quinten 909 Radio Mix,-8.1,0.0204,122.992,https://www.youtube.com/watch?v=p46h6HaXkpQ
Dusty Springfield,The Look Of Love,-12.634,0.605,95.463,https://www.youtube.com/watch?v=kDMT6uYuDvM
Dusty Springfield,In Private,-9.913,0.0426,129.564,https://www.youtube.com/watch?v=CJDX8Jr8cKc
Dusty Springfield,You Don't Own Me,-6.101,0.754,100.278,https://www.youtube.com/watch?v=cTQfyY48HRs
Dusty Springfield,Spooky - Quinten 909 Extended Remix,-8.85,0.00811,122.993,https://www.youtube.com/watch?v=EY4jMUwIZLs
Dusty Springfield,The Windmills of Your Mind,-11.752,0.51,154.097,https://www.youtube.com/watch?v=qKV9bK-CBXo
Pretenders,I'll Stand by You,-6.549,0.3,133.822,https://www.youtube.com/watch?v=bLpmj059JFA
Pretenders,2000 Miles - 2007 Remaster,-9.051,0.00292,66.214,https://www.youtube.com/watch?v=AEyGZlBdkaA
Pretenders,Brass in Pocket - 2006 Remaster,-5.687,0.368,97.931,https://www.youtube.com/watch?v=0H6re3PCP3E
Pretenders,Back on the Chain Gang - 2007 Remaster,-6.081,0.116,153.24,https://www.youtube.com/watch?v=cMOKamtpUA8
Pretenders,Don't Get Me Wrong - 2007 Remaster,-6.264,0.139,203.617,https://www.youtube.com/watch?v=qbAab1hTxN4
Pretenders,Middle of the Road - 2007 Remaster,-5.575,0.00333,166.799,https://www.youtube.com/watch?v=aDeHAM93fuc
Pretenders,Hymn to Her - 2007 Remaster,-9.351,0.127,95.166,https://www.youtube.com/watch?v=QJ-Ojm-0GHQ
Pretenders,Have Yourself A Merry Little Christmas,-16.452,0.666,83.201,https://www.youtube.com/watch?v=qOFQy0VDrgA
Pretenders,My City Was Gone - 2007 Remaster,-6.834,0.181,107.699,https://www.youtube.com/watch?v=thu8DWsirJo
Pretenders,I Go to Sleep - 2018 Remaster,-9.747,0.882,153.695,https://www.youtube.com/watch?v=Kfyg2aks76Y
Elliott Smith,Between the Bars,-23.593,0.937,135.245,https://www.youtube.com/watch?v=p4cJv6s_Yjw
Elliott Smith,Waltz #2 (XO),-7.668,0.395,132.178,https://www.youtube.com/watch?v=RWn9ocrMhlE
Elliott Smith,Angeles,-23.548,0.86,118.139,https://www.youtube.com/watch?v=0rILrLFWZbU
Elliott Smith,Say Yes,-20.383,0.871,153.439,https://www.youtube.com/watch?v=8bxmk09lCzk
Elliott Smith,Somebody That I Used To Know,-14.785,0.432,108.446,https://www.youtube.com/watch?v=t7mc3Gckfcg
Elliott Smith,Miss Misery,-13.111,0.43,125.132,https://www.youtube.com/watch?v=HeMNu65kJF8
Elliott Smith,Needle In The Hay,-16.777,0.577,116.165,https://www.youtube.com/watch?v=EgNgvCLRqWc
Elliott Smith,Son Of Sam,-6.242,0.00581,96.062,https://www.youtube.com/watch?v=afeAUndotas
Elliott Smith,Pitseleh,-18.663,0.883,105.669,https://www.youtube.com/watch?v=kDMeEtUCq54
Elliott Smith,Everything Reminds Me Of Her,-17.192,0.426,168.045,https://www.youtube.com/watch?v=5p2-gjUuwy0
Peter Gabriel,Solsbury Hill,-8.844,0.363,102.457,https://www.youtube.com/watch?v=_OO2PuGz-H8
Peter Gabriel,Sledgehammer - 2012 Remaster,-7.561,0.044,96.319,https://www.youtube.com/watch?v=OJWJE0x7T4Q
Peter Gabriel,Don't Give Up - 2012 Remaster,-15.568,0.832,161.409,https://www.youtube.com/watch?v=VjEq-r2agqc
Peter Gabriel,In Your Eyes - 2012 Remaster,-9.37,0.0632,89.284,https://www.youtube.com/watch?v=kU8OJAOMbPg
Peter Gabriel,Panopticom - Bright Side Mix,-6.445,0.0631,140.005,https://www.youtube.com/watch?v=KIDu6a9COmg
Peter Gabriel,Heroes,-15.806,0.458,90.071,https://www.youtube.com/watch?v=LsvuipGq2ns
Peter Gabriel,Unconditional II (Race and Religion) (feat. Peter Gabriel),-11.218,0.175,115.515,https://www.youtube.com/watch?v=dXGUMVoOPlk
Peter Gabriel,Games Without Frontiers,-9.623,0.326,95.949,https://www.youtube.com/watch?v=3xZmlUV8muY
Peter Gabriel,The Book Of Love,-15.178,0.812,172.408,https://www.youtube.com/watch?v=FmnDXRJ7btE
Peter Gabriel,My Body Is A Cage,-12.903,0.851,79.806,https://www.youtube.com/watch?v=dTZQ2IB_x7c
Insane Clown Posse,In My Room,-7.871,0.0896,110.072,https://www.youtube.com/watch?v=qgh4lRFchQM
Insane Clown Posse,Boogie Woogie Wu,-6.671,0.00356,88.038,https://www.youtube.com/watch?v=dsz864m6mVE
Insane Clown Posse,Hokus Pokus,-5.084,0.0193,92.176,https://www.youtube.com/watch?v=8hyMG3b05u0
Insane Clown Posse,Chop Chop Slide,-2.222,0.113,122.997,https://www.youtube.com/watch?v=v3gNgnJjc3w
Insane Clown Posse,My Axe,-4.141,0.00411,109.045,https://www.youtube.com/watch?v=nA_iPHT36rQ
Insane Clown Posse,To Catch a Predator,-3.582,0.177,177.795,https://www.youtube.com/watch?v=mHmwvIAfZ_A
Insane Clown Posse,The Neden Game,-6.499,0.00176,151.946,https://www.youtube.com/watch?v=kaFdW1ioLvk
Insane Clown Posse,Halls Of Illusions,-3.774,0.133,175.996,https://www.youtube.com/watch?v=q3I2EVNE7Ms
Insane Clown Posse,Imma Kill U,-2.759,0.257,107.987,https://www.youtube.com/watch?v=1HoFBFSByiQ
Insane Clown Posse,What Is A Juggalo?,-3.35,0.00731,174.118,https://www.youtube.com/watch?v=6RUhEK2tHc8
REO Speedwagon,Can't Fight This Feeling,-11.017,0.155,156.344,https://www.youtube.com/watch?v=zpOULjyy-n8
REO Speedwagon,Keep on Loving You,-5.963,0.0519,174.732,https://www.youtube.com/watch?v=wJzNZ1c5C9c
REO Speedwagon,Take It On the Run,-5.679,0.0958,77.81,https://www.youtube.com/watch?v=ZQ-uWQJNx7w
REO Speedwagon,Time for Me to Fly,-7.075,0.0524,81.797,https://www.youtube.com/watch?v=54OtWleMQeQ
REO Speedwagon,In My Dreams,-15.221,0.0476,144.882,https://www.youtube.com/watch?v=fHe9iA1G2AQ
REO Speedwagon,Roll with the Changes,-5.931,0.00266,90.6,https://www.youtube.com/watch?v=jeHkaSH0Xw8
REO Speedwagon,Don't Let Him Go,-5.774,0.246,105.593,https://www.youtube.com/watch?v=0zwNUdk5roM
REO Speedwagon,Keep Pushin',-5.573,0.0325,147.594,https://www.youtube.com/watch?v=bCFkSAqqMLs
REO Speedwagon,In Your Letter,-5.108,0.273,131.079,https://www.youtube.com/watch?v=XUekgqusUKQ
REO Speedwagon,Ridin' the Storm Out,-5.843,0.0158,134.805,https://www.youtube.com/watch?v=GVFgEBq0EKM
Europe,The Final Countdown,-6.908,0.0628,117.662,https://www.youtube.com/watch?v=9jK-NcRmVcw
Europe,Carrie,-7.112,0.114,136.482,https://www.youtube.com/watch?v=KmWE9UBFwtY
Europe,Rock the Night,-5.78,0.0429,105.37,https://www.youtube.com/watch?v=ELtpTBf-pMU
Europe,The Final Countdown,-9.298,0.054,117.589,https://www.youtube.com/watch?v=9jK-NcRmVcw
Europe,Open Your Heart,-14.47,0.232,121.888,https://www.youtube.com/watch?v=qX4LC1HBmag
Europe,Superstitious,-11.372,0.237,176.516,https://www.youtube.com/watch?v=5gU5Vg2JokU
Europe,Tomorrow,-12.63,0.55,105.617,https://www.youtube.com/watch?v=F9J1HUSk9-g
Europe,Cherokee,-6.205,0.0246,111.118,https://www.youtube.com/watch?v=wzmJrVSA3Mg
Europe,The Final Countdown - Remixed,-5.19,0.0117,119.084,https://www.youtube.com/watch?v=tHilBKNp0hA
Europe,I'll Cry For You,-7.79,0.00304,99.032,https://www.youtube.com/watch?v=FoeYA4TmAcc
Whitesnake,Here I Go Again - 2018 Remaster,-6.763,0.0117,89.939,https://www.youtube.com/watch?v=WyF8RHM1OCg
Whitesnake,Is This Love - 2018 Remaster,-7.288,0.0555,179.904,https://www.youtube.com/watch?v=5KYhrA_YjQ0
Whitesnake,Here I Go Again,-12.967,0.369,174.443,https://www.youtube.com/watch?v=WyF8RHM1OCg
Whitesnake,Here I Go Again - Radio Mix,-4.91,0.147,92.971,https://www.youtube.com/watch?v=dz_L8xnSYXw
Whitesnake,Still of the Night - 2018 Remaster,-7.531,0.00235,100.175,https://www.youtube.com/watch?v=3suQ9SZo7sQ
Whitesnake,Fool for Your Loving - 2009 Remaster,-4.951,0.00171,125.861,https://www.youtube.com/watch?v=8Tp0K9YiTPE
Whitesnake,The Deeper the Love - 2019 Remaster,-7.52,0.000611,104.977,https://www.youtube.com/watch?v=xuUz7QedAaM
Whitesnake,Love Ain't No Stranger,-14.184,0.0981,125.823,https://www.youtube.com/watch?v=unHzLEA6gvI
Whitesnake,Give Me All Your Love - 2018 Remaster,-6.401,0.000895,102.731,https://www.youtube.com/watch?v=dkl2hiTHUrc
Whitesnake,Too Many Tears - 2021 Remaster,-9.331,0.325,92.084,https://www.youtube.com/watch?v=MJk38e0BaMo
Gilberto Gil,Camarão Que Dorme a Onda Leva,-6.694,0.313,106.359,https://www.youtube.com/watch?v=AtWkeKCf9Ck
Gilberto Gil,Andar com fé,-6.682,0.47,95.098,https://www.youtube.com/watch?v=cH65dRyJ_Ys
Gilberto Gil,Esperando na janela,-7.028,0.201,156.28,https://www.youtube.com/watch?v=xMQ77qEFBls
Gilberto Gil,Toda Menina Baiana,-4.969,0.236,106.163,https://www.youtube.com/watch?v=XgQLOSpG4EM
Gilberto Gil,Palco,-7.358,0.489,108.329,https://www.youtube.com/watch?v=xlcRX6-uQRk
Gilberto Gil,Aquele Abraço,-4.746,0.14,86.313,https://www.youtube.com/watch?v=zFGMLQ3q15c
Gilberto Gil,A paz - Ao vivo,-18.227,0.717,100.101,https://www.youtube.com/watch?v=aipWGQeX2JY
Gilberto Gil,Drão,-14.13,0.494,114.918,https://www.youtube.com/watch?v=Z3PTekF31bc
Gilberto Gil,Aos Pés da Cruz,-15.108,0.9,170.164,https://www.youtube.com/watch?v=CZITw_H9-y4
Gilberto Gil,Se Eu Quiser Falar Com Deus,-11.712,0.941,96.228,https://www.youtube.com/watch?v=3eKnerBU4HY
Vasco Rossi,Senza Parole,-5.074,0.0154,79.991,https://www.youtube.com/watch?v=h3BLi9h-Ygw
Vasco Rossi,Sally,-6.104,0.289,100.829,https://www.youtube.com/watch?v=iVAZezs0H9s
Vasco Rossi,E...,-8.09,0.221,144.009,https://www.youtube.com/watch?v=wYMuL0z2uJk
Vasco Rossi,Come Nelle Favole,-4.798,0.0398,110.056,https://www.youtube.com/watch?v=UrN3-lDk9Rs
Vasco Rossi,Una canzone per te,-9.08,0.473,87.308,https://www.youtube.com/watch?v=DtoWgOsUX04
Vasco Rossi,Vita spericolata,-7.306,0.694,109.408,https://www.youtube.com/watch?v=DhyGQ48ZwxA
Vasco Rossi,Albachiara - Remastered 2019,-6.577,0.481,72.381,https://www.youtube.com/watch?v=lN5BVFYjraw
Vasco Rossi,Ogni volta,-7.315,0.0863,145.343,https://www.youtube.com/watch?v=7YKuFIJtnyE
Vasco Rossi,Vivere,-5.684,0.185,130.19,https://www.youtube.com/watch?v=UI7lFaF_owk
Vasco Rossi,Un Senso,-5.798,0.38,132.253,https://www.youtube.com/watch?v=StRtFh01XUo
Héctor Lavoe,El Día De Mi Suerte,-5.232,0.605,97.097,https://www.youtube.com/watch?v=LXExea8k57M
Héctor Lavoe,El Cantante,-9.203,0.694,95.345,https://www.youtube.com/watch?v=_w5_nBYEWC4
Héctor Lavoe,Periódico De Ayer,-7.683,0.0129,98.093,https://www.youtube.com/watch?v=qYkpURie5cU
Héctor Lavoe,Juanito Alimaña,-4.537,0.76,90.698,https://www.youtube.com/watch?v=tTLO95WneFU
Héctor Lavoe,La Murga,-7.591,0.65,89.013,https://www.youtube.com/watch?v=Pb62-ZKmTDY
Héctor Lavoe,Ché Ché Colé,-5.183,0.535,101.253,https://www.youtube.com/watch?v=XTEzdX3tH9w
Héctor Lavoe,Todo Tiene Su Final,-6.494,0.74,101.299,https://www.youtube.com/watch?v=uwEdvicWDW4
Héctor Lavoe,Aires De Navidad,-6.152,0.665,97.049,https://www.youtube.com/watch?v=nS1RSUL-Z_s
Héctor Lavoe,¿De Qué Tamaño Es Tu Amor?,-8.654,0.815,94.958,https://www.youtube.com/watch?v=44E61kuFwAU
Héctor Lavoe,Triste Y Vacía,-4.997,0.646,94.979,https://www.youtube.com/watch?v=L1dsVOk7rp0
Kingpin Skinny Pimp,Scary Garry,-2.327,0.695,153.979,https://www.youtube.com/watch?v=RsU5i0YFAcY
Kingpin Skinny Pimp,Trunk,-4.534,0.106,168.872,https://www.youtube.com/watch?v=5R9K2KXHaGc
Kingpin Skinny Pimp,Skinny Life,-7.65,0.000964,122.207,https://www.youtube.com/watch?v=vquxzurbXB8
Kingpin Skinny Pimp,Scary Garry - Slowed + Reverb,-2.675,0.364,125.916,https://www.youtube.com/watch?v=0MWwJt_-Zbk
Kingpin Skinny Pimp,THINKIN OF A DRIVE BY,-3.142,0.00794,179.998,https://www.youtube.com/watch?v=LiovUkBWOos
Kingpin Skinny Pimp,OLD GENESIS,-7.775,0.063,164.899,https://www.youtube.com/watch?v=TCkQTjjfYuc
Kingpin Skinny Pimp,UTOPIA,-7.338,0.00898,75.035,https://www.youtube.com/watch?v=Ya-6fuegpb8
Kingpin Skinny Pimp,UNITY,-8.584,0.0707,144.924,https://www.youtube.com/watch?v=yzmbu8s62t0
Kingpin Skinny Pimp,END OF LIFE,-6.204,8.88e-05,82.519,https://www.youtube.com/watch?v=Ne7pIiTFR4Y
Kingpin Skinny Pimp,OLD GENESIS - Remix,-4.623,0.0493,150.153,https://www.youtube.com/watch?v=TCkQTjjfYuc
Silvio Rodríguez,Óleo de Mujer Con Sombrero,-14.65,0.895,141.231,https://www.youtube.com/watch?v=zg1U3fzsiqI
Silvio Rodríguez,Quién Fuera,-18.635,0.876,157.134,https://www.youtube.com/watch?v=OdRsnvz_ZXg
Silvio Rodríguez,El Breve Espacio en Que No Estas,-9.93,0.807,73.638,https://www.youtube.com/watch?v=xFDIBuAbLsU
Silvio Rodríguez,Canción Del Elegido,-12.273,0.876,152.197,https://www.youtube.com/watch?v=e-RIx3JyrwE
Silvio Rodríguez,Te Doy Una Canción,-15.725,0.86,131.181,https://www.youtube.com/watch?v=5gqo5Mlfdsc
Silvio Rodríguez,La Maza,-17.718,0.652,170.603,https://www.youtube.com/watch?v=5C83I4ZOcMY
Silvio Rodríguez,Unicornio,-21.756,0.964,101.744,https://www.youtube.com/watch?v=_3d_ual5jIk
Silvio Rodríguez,Pequeña Serenata Diurna,-17.049,0.914,142.088,https://www.youtube.com/watch?v=_B2etGWimM8
Silvio Rodríguez,¿Qué Hago Ahora?,-15.798,0.785,125.945,https://www.youtube.com/watch?v=y1uFKhZGYyo
Andrés Cepeda,Magia (feat. Sebastián Yatra),-6.724,0.296,92.152,https://www.youtube.com/watch?v=_n1o4D6G_XE
Andrés Cepeda,Tu Despertador,-4.316,0.0302,76.521,https://www.youtube.com/watch?v=NBVUqNaXHuo
Andrés Cepeda,Besos Usados,-6.272,0.758,172.008,https://www.youtube.com/watch?v=cZmw2lQb2oQ
Andrés Cepeda,Tengo Ganas,-7.518,0.539,99.105,https://www.youtube.com/watch?v=4ims-EyR5zc
Andrés Cepeda,Mi Pesadilla,-7.432,0.859,93.926,https://www.youtube.com/watch?v=s2OqD24ub8s
Andrés Cepeda,Día Tras Día,-4.249,0.0358,172.029,https://www.youtube.com/watch?v=iOCmXggrcqM
Andrés Cepeda,Lo Mejor Que Hay en Mi Vida,-7.971,0.414,70.856,https://www.youtube.com/watch?v=MvITnIylaQ8
Andrés Cepeda,Por el Resto de Mi Vida,-7.86,0.588,75.905,https://www.youtube.com/watch?v=NoWqnjmh8KU
Andrés Cepeda,Déjame Ir,-6.034,0.449,160.612,https://www.youtube.com/watch?v=YDJsjfwFPes
Andrés Cepeda,Lo Que Había Olvidado,-4.471,0.126,91.946,https://www.youtube.com/watch?v=-Ve4CcWJpEk
Franz Schubert,"Minuet in A major, D. 334",-39.245,0.994,91.621,https://www.youtube.com/watch?v=uwOf7waK2cU
Franz Schubert,Frühlingsglaube (Arr. Franz Liszt),-36.351,0.993,70.684,https://www.youtube.com/watch?v=jqL0o3bUthQ
Franz Schubert,"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",-33.974,0.992,66.685,https://www.youtube.com/watch?v=D6qnli1ZbZQ
Franz Schubert,"Winterreise, Op. 89, D. 911 (arr. T. Zimmermann and H. Holl): No. 21. Tauschung",-35.899,0.992,133.325,https://www.youtube.com/watch?v=7eeGdYWPuCM
Franz Schubert,"Serenade, D. 957, No. 4",-25.317,0.948,91.169,https://www.youtube.com/watch?v=qYejArVzId8
Franz Schubert,Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),-27.021,0.98,84.642,https://www.youtube.com/watch?v=fTmJFgVSCGA
Franz Schubert,"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto",-27.015,0.987,125.242,https://www.youtube.com/watch?v=Xms2oRZtjnM
Franz Schubert,"Schwanengesang, D. 957: Ständchen ""Leise flehen meine Lieder""",-24.281,0.98,178.716,https://www.youtube.com/watch?v=0xWxum9MOMQ
Franz Schubert,"Variations on an Original Theme in A-Flat Major, D. 813: VI. Variation V",-36.797,0.984,132.97,https://www.youtube.com/watch?v=UHJKqROBoII
Franz Schubert,"Schwanengesang, D. 957: IV. Ständchen",-27.86,0.994,167.025,https://www.youtube.com/watch?v=I6Njg1LFxFk
La Ley,El Ultimo Adiós - Varios Artistas Version,-7.818,0.641,77.986,https://www.youtube.com/watch?v=zxG1Yj1Si58
La Ley,Mentira,-6.382,0.179,132.199,https://www.youtube.com/watch?v=d1dcXgGQT2M
La Ley,El Duelo,-6.422,0.0568,107.069,https://www.youtube.com/watch?v=zeUBevkD5l8
La Ley,El Duelo (feat. Ely Guerra),-7.926,0.255,112.532,https://www.youtube.com/watch?v=aZIAoEC-5qM
La Ley,Día Cero,-6.861,0.0438,99.918,https://www.youtube.com/watch?v=3BTBdZ-lFAI
La Ley,Aquí,-6.242,0.0162,100.004,https://www.youtube.com/watch?v=nTGH0Hgc7_A
La Ley,Fuera de mí,-8.006,0.259,137.032,https://www.youtube.com/watch?v=89Vyjeb4d60
La Ley,Aquí,-6.591,0.279,98.285,https://www.youtube.com/watch?v=nTGH0Hgc7_A
La Ley,Doble Opuesto,-15.666,0.0756,134.044,https://www.youtube.com/watch?v=RtWpFrHVKNo
La Ley,Sin Ti,-7.111,0.0634,112.029,https://www.youtube.com/watch?v=l7XtELfXh6s
Barbra Streisand,Woman in Love,-16.311,0.248,169.735,https://www.youtube.com/watch?v=CzQPJy8Q6qE
Barbra Streisand,Guilty (feat. Barry Gibb),-15.656,0.231,150.875,https://www.youtube.com/watch?v=Phh9B1-4EYs
Barbra Streisand,I Finally Found Someone (feat. Bryan Adams),-15.069,0.677,138.964,https://www.youtube.com/watch?v=G8xR-8Hac3k
Barbra Streisand,The Way We Were,-11.716,0.885,138.108,https://www.youtube.com/watch?v=jT0IXTXAnmo
Barbra Streisand,"Evergreen (Love Theme from, ""A Star Is Born"")",-10.943,0.932,114.224,https://www.youtube.com/watch?v=lzHJlncKXTM
Barbra Streisand,Tell Him (Duet with Barbra Streisand),-9.148,0.623,74.463,https://www.youtube.com/watch?v=xKWWyO-C2o0
Barbra Streisand,You Don't Bring Me Flowers,-18.111,0.878,67.006,https://www.youtube.com/watch?v=450Unsb5BCw
Barbra Streisand,Memory,-14.889,0.415,79.471,https://www.youtube.com/watch?v=MWoQW-b6Ph8
Barbra Streisand,What Kind of Fool (feat. Barry Gibb),-16.755,0.39,79.88,https://www.youtube.com/watch?v=3vi2RSWKfRQ
Barbra Streisand,Don't Rain On My Parade,-9.06,0.631,93.791,https://www.youtube.com/watch?v=-Yfh_CpA9Sk
Donna Summer,Hot Stuff,-13.98,0.00559,120.471,https://www.youtube.com/watch?v=KhcaPNuaJNU
Donna Summer,Hot Stuff,-5.749,0.019,119.961,https://www.youtube.com/watch?v=KhcaPNuaJNU
Donna Summer,"Hot Stuff - 12"" Version",-8.31,0.00475,120.4,https://www.youtube.com/watch?v=tJxOXzE5A8w
Donna Summer,Bad Girls,-14.506,0.00387,120.529,https://www.youtube.com/watch?v=HzxW4eu9heY
Donna Summer,On The Radio,-13.92,0.113,127.46,https://www.youtube.com/watch?v=oYEFTYzd7zA
Donna Summer,"I Feel Love - 12"" Version",-14.065,0.074,128.13,https://www.youtube.com/watch?v=6S2n5Tbq_0s
Donna Summer,Last Dance - Single Version,-10.311,0.131,126.351,https://www.youtube.com/watch?v=G5rJunb4sIk
Donna Summer,She Works Hard For The Money,-13.01,0.00486,136.502,https://www.youtube.com/watch?v=OwJNQnjHn80
Donna Summer,Hot Stuff - Single Version,-12.445,0.00494,120.954,https://www.youtube.com/watch?v=KhcaPNuaJNU
Donna Summer,I Feel Love,-15.581,0.031,126.696,https://www.youtube.com/watch?v=Nm-ISatLDG0
Edvard Grieg,"Lyric Pieces, Book 5, Op. 54: Nocturne",-29.73,0.987,72.282,https://www.youtube.com/watch?v=mkoyF21A9YE
Edvard Grieg,"Lyric Pieces, Book 1, Op. 12: I. Arietta",-38.801,0.995,75.387,https://www.youtube.com/watch?v=5TbQftYOKms
Edvard Grieg,"Lyric Pieces, Book 1, Op. 12: Arietta",-31.351,0.996,111.242,https://www.youtube.com/watch?v=5TbQftYOKms
Edvard Grieg,"Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song)",-35.626,0.995,111.591,https://www.youtube.com/watch?v=Y-nJzJqYe9g
Edvard Grieg,"Piano Concerto in A minor, Op. 16: II. Adagio - Live",-27.988,0.981,144.414,https://www.youtube.com/watch?v=R0DAacLUqEg
